m,s_tor,tangential_current,rational_s_tor
5,0.33803713511106515,0.0027092949648225995,0.48848330397173
5,0.33921557888919546,0.002807205959296529,0.48848330397173
5,0.3423569455740396,0.0029902033656612763,0.48848330397173
5,0.34808341319378705,0.002614009150499141,0.48848330397173
5,0.3552642720955083,0.0013972880578624902,0.48848330397173
5,0.36305793610632675,0.0007331914250148797,0.48848330397173
5,0.3711537568180135,0.0004577278418889381,0.48848330397173
5,0.3794450730561415,0.0003672820189259628,0.48848330397173
5,0.3878888906188352,0.0003183362170551263,0.48848330397173
5,0.3964644576444929,0.0002805126366452923,0.48848330397173
5,0.40515971372085685,0.00029125859146078895,0.48848330397173
5,0.4139659109616991,0.00028315278565259724,0.48848330397173
5,0.4228745470354246,0.0002864398531255786,0.48848330397173
5,0.4318749451705691,0.0002891321274142046,0.48848330397173
5,0.4409509104760028,0.00032104192128520653,0.48848330397173
5,0.4500747707497486,0.00032291664888166836,0.48848330397173
5,0.45914919120429176,0.0003604051274554853,0.48848330397173
5,0.46800738264545017,0.0004437488329153681,0.48848330397173
5,0.4761271354652817,0.0006010221954366504,0.48848330397173
5,0.48238523426878677,0.0009393309563491953,0.48848330397173
5,0.48540723328466456,0.0009517895350365028,0.48848330397173
5,0.48675820968245603,0.0009843239655037933,0.48848330397173
5,0.4874476629859504,0.0010201401826391255,0.48848330397173
5,0.48792283115845897,0.001002888230931547,0.48848330397173
5,0.48831252526898183,0.0011078170304664777,0.48848330397173
5,0.4886683669111045,0.0008968068456779363,0.48848330397173
5,0.4890576157191495,0.0010768098845666389,0.48848330397173
5,0.48953550841490434,0.0009807314384755557,0.48848330397173
5,0.49028497380660263,0.0009561220439411597,0.48848330397173
5,0.49167488974308693,0.0009542567189346823,0.48848330397173
5,0.49486089797572397,0.0008508673352890267,0.48848330397173
5,0.5012161269753587,0.00044147150076765594,0.48848330397173
5,0.5096408428434245,0.0001870014920984038,0.48848330397173
5,0.518980286088116,0.00018342759492549673,0.48848330397173
5,0.5287679326440193,0.00020157434162205762,0.48848330397173
5,0.538814457516978,0.00021513215683896915,0.48848330397173
5,0.5490357400407467,0.00023013374185499298,0.48848330397173
5,0.5593387892459778,0.00024400270660227495,0.48848330397173
5,0.5696597353771594,0.00023982402119891225,0.48848330397173
5,0.5798744689327439,0.0002576852607814309,0.48848330397173
5,0.5896898426477407,0.0002818598879132833,0.48848330397173
5,0.598444932853079,0.00028895093484589883,0.48848330397173
5,0.6045457764011423,0.0002900892719203041,0.48848330397173
5,0.607264603541583,0.00032412570411346076,0.48848330397173
5,0.6085837140221827,0.00033597127305065306,0.48848330397173
5,0.6094466311998917,0.00037685938387869896,0.48848330397173
5,0.6099715902434248,0.00037987524155610905,0.48848330397173
5,0.6103921186009112,0.0003890462673511444,0.48848330397173
5,0.6107731001732044,0.0004869234246320968,0.48848330397173
5,0.6111626523151006,0.0004278567026761987,0.48848330397173
5,0.6115920086074463,0.0004517832021856603,0.48848330397173
5,0.6121561490768876,0.000435355508153642,0.48848330397173
