component,rho_pol,mars_rms,neort_rms,relative_residual
J1,0.96166025,0.02369366838378929,0.023689145683234745,0.0005488715946989725
J1,0.9630337200000001,0.02282579922761484,0.02282267237786172,0.0005077047885804872
J1,0.963719075,0.02202695057541198,0.022025964325935017,0.0005230890493594203
J1,0.9640681200000001,0.021682713167867733,0.02167785442219317,0.0005321503365778965
J1,0.96430018,0.021527637051916546,0.021526293644384572,0.0005378994307294119
J1,0.964508335,0.021449842794278973,0.021444316965781633,0.0005410974605748992
J1,0.964739885,0.021448333048868617,0.02145314052473474,0.0006516270753961659
J1,0.96505887,0.021572309365930447,0.021560923665444157,0.0006961102057620677
J1,0.96569087,0.022253533107101063,0.02225221639471095,0.0005502106411777972
J1,0.966838,0.024353868007031425,0.02435034653135875,0.0005509272518596629
J1,0.9683944449999999,0.025759285790641143,0.025755082064237347,0.0005387175692672236
J1,0.9699012300000001,0.02331933978791935,0.023316468900994182,0.0006557506649868947
J1,0.970889,0.019369927169569996,0.019361913924947866,0.000692440933486069
J1,0.97139855,0.017714397371008522,0.017717896524094324,0.0007370028273428236
J1,0.971691205,0.016918955693327548,0.016920853755427984,0.0007829244508013354
J1,0.971897135,0.01636527829816432,0.01636462047582882,0.0006735632244650051
J1,0.9720758899999999,0.015959566422934796,0.015946328895375846,0.0010481098273540264
J1,0.97227937,0.015633421271162365,0.015636550712290344,0.0006655923924955169
J1,0.972607605,0.015384687202240073,0.01537962170041657,0.0006823137309925795
J1,0.9731198750000001,0.015244773793355499,0.015243963485228655,0.0006900730422587223
J1,0.97400306,0.015074892516826147,0.0150689578231921,0.0007303041264436907
J1,0.97524251,0.013573465073094593,0.013571749507967305,0.0007189023220241838
J1,0.976354685,0.011831547777808636,0.01183109417531741,0.0007319781718212802
J1,0.97711141,0.011460836109384745,0.011459757629148293,0.0007499555465321408
J1,0.9775544,0.011762464539382409,0.011759939497225003,0.0007901319519814765
J1,0.977798435,0.012070439329937862,0.012075382024936273,0.000999635088956229
J1,0.97797472,0.012338564682462366,0.012319654397262722,0.0016929121438741858
J1,0.978142085,0.012611884578611425,0.012617746233868844,0.0010376094171941446
J1,0.97832572,0.012912955141688616,0.012916959725035088,0.0009900873317182349
J1,0.97857136,0.013280576161926651,0.01327649827283092,0.0008138630384527119
J1,0.97897318,0.013731761829284072,0.013728081147897302,0.0008392511897748954
J1,0.979662095,0.013771505458491031,0.013769585341711037,0.00086767737258926
J1,0.98060385,0.012167298802021009,0.012164220099799476,0.0008720506475044775
J1,0.9814799750000001,0.010144765365817201,0.010144785353262888,0.0008317145956347855
J1,0.982048135,0.009452157397078853,0.009451575680513273,0.0010825175734050444
J1,0.982395065,0.009292771875452882,0.0092880650417344,0.0015361877358257782
J1,0.9826385049999999,0.009102887211200419,0.009104812678652053,0.001746664220243959
J1,0.98280265,0.008948123301683134,0.008949560026036986,0.0015385102029719145
J1,0.9829496449999999,0.00885736771310661,0.008860301220831994,0.0013048952306956422
J1,0.983117375,0.008842443817267863,0.008841755919924968,0.0009710034822021376
J1,0.98332496,0.008917177174078897,0.008916922021784885,0.0008415673223474208
J1,0.9836337749999999,0.00902001164001538,0.009016507586377363,0.0009264520531454595
J1,0.984139015,0.009120599003909881,0.009120731623266628,0.0009056804215012976
J1,0.9848389200000001,0.009235466900281658,0.009232798212535356,0.0009743894402880107
J1,0.985537485,0.009038759355844216,0.009035205310524095,0.00102061617573856
J1,0.986041475,0.008726802100395517,0.00872504626582624,0.0010789289542385858
J1,0.98635001,0.00849790959992847,0.008492047830648832,0.0011750492501052833
J1,0.9865584199999999,0.008337169857758767,0.008335547292216604,0.0011964309468964136
J1,0.98671467,0.008214478412305286,0.008209541098088037,0.00117140986345509
J1,0.98684125,0.008117310753892775,0.008127776995764844,0.002375115285652215
J1,0.98698021,0.008011340310524742,0.007998131735660887,0.001994259093170274
J1,0.98714073,0.007890766739124337,0.0078937956012377,0.0015721330064127975
J1,0.9873571000000001,0.007732259016299915,0.007728421060418021,0.0012754024096744367
J1,0.9876858150000001,0.007497879172848317,0.0074942366536146,0.001366077830094877
J1,0.988151855,0.0071898498210707954,0.007188214018570418,0.0014995571373526396
J1,0.9886861950000001,0.006878001912231008,0.006876664478563625,0.0016950034704722628
J1,0.989141745,0.006626280896683821,0.006620936109322009,0.001971702370103774
J1,0.98946884,0.006452895105042206,0.006449917492912564,0.002135257183087991
J1,0.989677535,0.006282287529599239,0.0062841672585816286,0.0022903814165635295
J1,0.98982085,0.00607678890609593,0.00607609804059312,0.002040316962372224
J1,0.98996003,0.005874038108199472,0.005866264669727614,0.0019696959796773696
J1,0.99008723,0.005772510512307244,0.005775092839013047,0.0016466064859417956
