component,field,s_tor,rho_tor,spectral_norm
J1,total,0.03757109312669024,0.1938326420567244,0.0001578365118464239
J1,total,0.040176693753521175,0.2004412476351142,0.00016258871290081607
J1,total,0.04287068408203963,0.20705237038498167,0.00016672986771633009
J1,total,0.04565312016368821,0.21366590781799563,0.000171136801307008
J1,total,0.0485240577995049,0.22028176910381145,0.00017590686278278584
J1,total,0.05148356022293118,0.2268998903105314,0.00018092195411807877
J1,total,0.054531733393736556,0.23352030617001288,0.00018599804068835914
J1,total,0.05766864666297616,0.24014297129621795,0.0001911985013843614
J1,total,0.06089442560349297,0.24676795902931356,0.00019672068495068206
J1,total,0.06420929220067112,0.25339552521832565,0.00020247676334569865
J1,total,0.06761342955548495,0.2600258247857027,0.0002082151988295002
J1,total,0.07110698892028194,0.26665893744684793,0.00021387504393445748
J1,total,0.07469008017476123,0.27329485940054055,0.00021939472160681638
J1,total,0.07836279856798756,0.2799335609890096,0.0002244738775490909
J1,total,0.08212523731624828,0.28657501167451477,0.00022914279578968312
J1,total,0.08597746704028522,0.2932191450780205,0.00023372542941761527
J1,total,0.08991956480783639,0.2998659113801307,0.0002384527091157062
J1,total,0.0939515463467128,0.3065151649538939,0.00024323541131544387
J1,total,0.09807331325845403,0.3131665902653954,0.0002479592069271931
J1,total,0.10228498018193376,0.3198202310391476,0.0002526157486905519
J1,total,0.10658676810114756,0.326476290258799,0.000257142721437029
J1,total,0.1109787543285336,0.33313473899990315,0.0002614335611898695
J1,total,0.11546101061130032,0.3397955423652587,0.0002656986585107765
J1,total,0.1200332548911571,0.34645815748969905,0.0002696983260400158
J1,total,0.12469542370285852,0.35312239195901823,0.0002738152657456354
J1,total,0.1294479797663618,0.3597887988339295,0.0002785595746510685
J1,total,0.13429143639722452,0.3664579599315923,0.0002833454809074076
J1,total,0.13922623497009337,0.37313031901748933,0.0002834540306116095
J1,total,0.14425251523271226,0.3798058915192236,0.0002835197935153568
J1,total,0.14936931889195115,0.38648327116700815,0.000283696274112916
J1,total,0.154576470795195,0.39316214313587594,0.00028380281408731144
J1,total,0.15987484020635317,0.39984351965031667,0.0002848206167286411
J1,total,0.16526466096217649,0.40652756482454727,0.00028687604247791245
J1,total,0.17074624777464417,0.4132145299655424,0.0002890646525435925
J1,total,0.17631991508488187,0.41990464999197363,0.0002910189702947746
