source,component,s_tor,rho_tor,dT_phi_ds_N_m,cumulative_T_phi_N_m
mars_native_staggered,total,0.23065739276533392,0.4802680426234229,-14.819418223716012,7149.847406272253
mars_native_staggered,total,0.23716882405029957,0.4869998193534568,-1.5875526889531892,7149.836992551092
mars_native_staggered,total,0.24377637341116537,0.49373715012257824,4.57248959644767,7149.867424719393
mars_native_staggered,total,0.2504799310268667,0.5004797009138999,-2.7721012618814056,7149.848708536339
mars_native_staggered,total,0.25727928011680196,0.5072270498670215,-0.5006397674339997,7149.845280618288
mars_native_staggered,total,0.2641735117934597,0.5139781238471728,-1.1149749642340396,7149.83754114409
mars_native_staggered,total,0.2711610978736414,0.5207313106330763,1.1591858924539917,7149.845694607085
mars_native_staggered,total,0.27823951605735375,0.5274841382045092,4.282271999868873,7149.87619745549
mars_native_staggered,total,0.28540466571897277,0.5342327823327325,-1.0768647164137866,7149.868436225716
mars_native_staggered,total,0.2926495050469299,0.540970891127175,-3.445343142061719,7149.843345749038
mars_native_staggered,total,0.2999607030847625,0.5476866833188136,1.5932070160034388,7149.855039831518
mars_native_staggered,total,0.3073104855068003,0.5543559195199419,2.2425875953299403,7149.871544380601
mars_native_staggered,total,0.3146328614443143,0.5609214396368838,11.635294887985134,7149.956309263621
mars_native_staggered,total,0.3217454966669411,0.5672261424396279,28.113434915709398,7150.151419853111
mars_native_staggered,total,0.3281111722089387,0.5728098918567475,30.003259937961733,7150.32517568863
mars_native_staggered,total,0.33255723870219034,0.5766777598470313,19.868223141643238,7150.386785083713
mars_native_staggered,total,0.33473615859932726,0.5785638759889242,13.798324510748554,7150.404128731646
mars_native_staggered,total,0.33565925249605505,0.5793610726447326,2.566614100405424,7150.405641106704
mars_native_staggered,total,0.3361554647005448,0.5797891553837005,8.77014335606972,7150.409177011929
mars_native_staggered,total,0.3365256096669723,0.5801082740893913,54.75335403607992,7150.427635168479
mars_native_staggered,total,0.3368624583047103,0.5803985340304628,15.838365210335212,7150.432966087382
mars_native_staggered,total,0.33722166123638964,0.5807078966540662,-12.009375208915834,7150.428380629125
mars_native_staggered,total,0.3377248539775698,0.5811409932000752,20.403347334334274,7150.44112378999
mars_native_staggered,total,0.33862635700013033,0.5819161082150333,1.7947064271988173,7150.443238750613
mars_native_staggered,total,0.34078626223161756,0.5837690144497373,-15.737230685050475,7150.393802338427
